0.00000000e+00,2.86603258e+01
3.54449716e-03,2.86542385e+01
7.08900225e-03,2.86482407e+01
1.06335201e-02,2.86423295e+01
1.41780444e-02,2.86365008e+01
1.77225691e-02,2.86307485e+01
2.12670883e-02,2.86250653e+01
2.48115962e-02,2.86194426e+01
2.83560874e-02,2.86138705e+01
3.19005567e-02,2.86083383e+01
3.54449995e-02,2.86028346e+01
3.89894114e-02,2.85973473e+01
4.25337887e-02,2.85918642e+01
4.60781281e-02,2.85863732e+01
4.96224269e-02,2.85808620e+01
5.31666829e-02,2.85753193e+01
5.67108945e-02,2.85697341e+01
6.02550607e-02,2.85640965e+01
6.37991809e-02,2.85583975e+01
6.73432555e-02,2.85526296e+01
7.08872850e-02,2.85467866e+01
7.44312707e-02,2.85408638e+01
7.79752143e-02,2.85348583e+01
8.15191181e-02,2.85287687e+01
8.50629846e-02,2.85225954e+01
8.86068168e-02,2.85163404e+01
9.21506183e-02,2.85100074e+01
9.56943927e-02,2.85036018e+01
9.92381440e-02,2.84971302e+01
1.02781876e-01,2.84906007e+01
1.06325594e-01,2.84840225e+01
1.09869301e-01,2.84774058e+01
1.13413003e-01,2.84707614e+01
1.16956704e-01,2.84641008e+01
1.20500409e-01,2.84574357e+01
1.24044122e-01,2.84507778e+01
1.27587847e-01,2.84441388e+01
1.31131589e-01,2.84375299e+01
1.34675352e-01,2.84309616e+01
1.38219141e-01,2.84244434e+01
1.41762958e-01,2.84179841e+01
1.45306809e-01,2.84115910e+01
1.48850695e-01,2.84052701e+01
1.52394622e-01,2.83990259e+01
1.55938591e-01,2.83928613e+01
1.59482606e-01,2.83867774e+01
1.63026669e-01,2.83807739e+01
1.66570783e-01,2.83748487e+01
1.70114950e-01,2.83689979e+01
1.73659173e-01,2.83632163e+01
1.77203453e-01,2.83574971e+01
1.80747792e-01,2.83518323e+01
1.84292192e-01,2.83462126e+01
1.87836655e-01,2.83406279e+01
1.91381181e-01,2.83350673e+01
1.94925773e-01,2.83295192e+01
1.98470432e-01,2.83239718e+01
2.02015159e-01,2.83184134e+01
2.05559955e-01,2.83128322e+01
2.09104822e-01,2.83072169e+01
2.12649760e-01,2.83015568e+01
2.16194771e-01,2.82958423e+01
2.19739855e-01,2.82900644e+01
2.23285014e-01,2.82842157e+01
2.26830249e-01,2.82782899e+01
2.30375561e-01,2.82722824e+01
2.33920950e-01,2.82661902e+01
2.37466418e-01,2.82600118e+01
2.41011966e-01,2.82537475e+01
2.44557594e-01,2.82473992e+01
2.48103303e-01,2.82409706e+01
2.51649094e-01,2.82344670e+01
2.55194968e-01,2.82278949e+01
2.58740924e-01,2.82212625e+01
2.62286964e-01,2.82145790e+01
2.65833088e-01,2.82078546e+01
2.69379296e-01,2.82011006e+01
2.72925588e-01,2.81943286e+01
2.76471964e-01,2.81875506e+01
2.80018424e-01,2.81807789e+01
2.83564967e-01,2.81740256e+01
2.87111590e-01,2.81673025e+01
2.90658294e-01,2.81606208e+01
2.94205077e-01,2.81539908e+01
2.97751938e-01,2.81474221e+01
3.01298876e-01,2.81409229e+01
3.04845890e-01,2.81345000e+01
3.08392978e-01,2.81281588e+01
3.11940139e-01,2.81219032e+01
3.15487370e-01,2.81157354e+01
3.19034670e-01,2.81096559e+01
3.22582036e-01,2.81036633e+01
3.26129466e-01,2.80977547e+01
3.29676957e-01,2.80919256e+01
3.33224507e-01,2.80861699e+01
3.36772112e-01,2.80804801e+01
3.40319770e-01,2.80748474e+01
3.43867477e-01,2.80692620e+01
3.47415231e-01,2.80637130e+01
3.50963028e-01,2.80581891e+01
3.54510866e-01,2.80526784e+01
3.58058739e-01,2.80471687e+01
3.61606647e-01,2.80416481e+01
